MSSubClass,MSZoning,log(LotArea),Neighborhood,OverallQual,OverallCond,log(TotalBsmtSF),log(GrLivArea),SaleType,SaleCondition,log(SalePrice)
1-STORY 1946 & NEWER ALL STYLES,RL,4.018575683,NoRidge,8,6,3.32407658,3.324899497,WD,Normal,5.544068044
2-STORY PUD - 1946 & NEWER,RM,3.225309282,BrDale,6,5,2.720159303,3.038222638,WD,Family,4.944482672
1-STORY 1946 & NEWER ALL STYLES,RL,4.0003039,NAmes,5,7,3.022428371,3.022428371,WD,Normal,5.162862993
2-STORY 1945 & OLDER,RL,3.857332496,Crawfor,7,6,2.889861721,3.176669933,WD,Normal,5.173186268
1-1/2 STORY FINISHED ALL AGES,RL,4.243112493,NAmes,6,5,2.959994838,3.163757524,WD,Abnorml,4.989004616
1-STORY 1946 & NEWER ALL STYLES,RL,3.99725529,Edwards,5,7,3.172018809,3.172018809,WD,Normal,5.222716471
2-STORY 1946 & NEWER,RL,4.092860943,NWAmes,7,7,2.899273187,3.286680969,WD,Normal,5.296445794
2-STORY 1946 & NEWER,RL,4.668283389,NoRidge,8,7,3.211921084,3.388811413,WD,Normal,5.604226053
1-STORY 1946 & NEWER ALL STYLES,RL,4.13225969,NAmes,6,3,3.143639235,3.143639235,WD,Normal,5.041392685
SPLIT FOYER,RL,4.000520841,Edwards,4,5,3.056142262,3.072249898,WD,Normal,5.138302698
1-STORY 1946 & NEWER ALL STYLES,RL,4.32006316,Somerst,8,5,3.317436497,3.32159843,New,Partial,5.626340367
2-STORY 1946 & NEWER,RL,4.048985303,Gilbert,8,5,3.147985321,3.286905353,WD,Normal,5.36267093
2-STORY 1946 & NEWER,RL,4.26599637,NAmes,6,5,3.009025742,3.376576957,WD,Abnorml,5.11058971
1-STORY 1946 & NEWER ALL STYLES,RL,3.90982337,SawyerW,6,5,3.148602655,3.225050696,WD,Normal,5.286680969
1-STORY 1946 & NEWER ALL STYLES,RL,4.151523068,Sawyer,5,6,3.074816441,3.157456768,WD,Normal,5.225309282
1-STORY 1945 & OLDER,RL,4.064457989,Crawfor,4,5,2.84509804,3.071882007,WD,Normal,5.138302698
2-STORY 1946 & NEWER,RL,3.936161741,CollgCr,6,5,2.868056362,3.169086357,WD,Normal,5.239299479
2-STORY 1945 & OLDER,RH,3.821448019,Edwards,6,6,2.827369273,3.136403448,WD,Normal,5.015359755
1-STORY 1946 & NEWER ALL STYLES,RL,4.051152522,Veenker,6,6,3.082066934,3.082066934,WD,Normal,5.217483944
1-STORY 1946 & NEWER ALL STYLES,RL,4.159627341,Crawfor,6,7,3.169380495,3.264581729,WD,Normal,5.410777233
1-STORY 1946 & NEWER ALL STYLES,RL,3.963787827,NAmes,6,6,3.055378331,3.055378331,WD,Normal,5.146128036
2-STORY PUD - 1946 & NEWER,RL,3.359645793,NPkVill,6,6,2.931966115,3.158663981,WD,Normal,5.171726454
2-STORY 1945 & OLDER,RM,3.982271233,OldTown,4,2,3.039414119,3.248953615,WD,Normal,4.939519253
1-STORY 1945 & OLDER,RL,3.955302823,OldTown,5,8,2.88536122,2.898725182,WD,Normal,5.039414119
1-STORY 1946 & NEWER ALL STYLES,RL,4.073498399,StoneBr,8,5,3.310905629,3.310905629,New,Partial,5.571126277
1-STORY 1946 & NEWER ALL STYLES,RL,3.997604787,Sawyer,5,5,2.994756945,2.994756945,WD,Normal,5.108903128
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.903740941,SawyerW,6,5,2.965201701,2.965201701,WD,Normal,5.155336037
1-1/2 STORY FINISHED ALL AGES,RH,3.653212514,SWISU,5,5,2.899273187,3.181843588,WD,Abnorml,5.202580942
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.460446784,ClearCr,6,5,3.110926242,3.110926242,WD,Normal,5.238046103
1-STORY 1946 & NEWER ALL STYLES,RL,4.051075308,CollgCr,9,5,3.211120541,3.222196046,WD,Normal,5.45484486
2-STORY 1946 & NEWER,RL,4.224533063,NoRidge,7,5,3.077367905,3.264581729,WD,Normal,5.344392274
2-STORY PUD - 1946 & NEWER,RL,3.704322141,StoneBr,7,5,3.075546961,3.320146286,WD,Normal,5.317018101
2-STORY 1946 & NEWER,FV,4.008898115,Somerst,7,6,2.941511433,3.245759356,New,Partial,5.357696682
2-STORY PUD - 1946 & NEWER,FV,3.707995746,Somerst,7,5,2.741151599,3.042181595,WD,Normal,5.172602931
1-STORY 1946 & NEWER ALL STYLES,RL,3.907894835,StoneBr,8,6,3.151982395,3.151982395,New,Partial,5.593286067
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.879497287,NridgHt,6,5,3.134177108,3.134177108,WD,Normal,5.289365952
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.64601141,CollgCr,6,5,2.928395852,2.928395852,WD,Normal,5.149219113
2-STORY 1946 & NEWER,RL,4.333144876,NoRidge,10,6,3.388101202,3.635081436,WD,Normal,5.877946952
2-STORY 1946 & NEWER,RL,4.417936463,Timber,7,5,3.08278537,3.401228167,WD,Normal,5.525044807
1-STORY 1945 & OLDER,RL,3.73239376,OldTown,5,6,3.030599722,3.030599722,WD,Abnorml,5.035349677
1-1/2 STORY FINISHED ALL AGES,RM,3.786751422,BrkSide,5,6,2.967079734,3.18723862,WD,Normal,5.15075644
1-STORY 1946 & NEWER ALL STYLES,RL,4.140225125,Timber,6,6,3.046104787,3.055760465,WD,Normal,5.245512668
1-STORY 1945 & OLDER,RM,3.77815125,BrkSide,5,7,2.789580712,2.789580712,WD,Normal,4.949390007
1-STORY 1946 & NEWER ALL STYLES,RL,3.807535028,Edwards,5,7,2.991226076,3.059941888,WD,Normal,5.091666958
1-STORY 1946 & NEWER ALL STYLES,RL,3.926856709,Sawyer,5,8,2.951337519,2.951337519,WD,Normal,5.141449773
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,FV,3.631646663,Somerst,7,5,3.14332713,3.14332713,WD,Normal,5.292256071
1-STORY 1946 & NEWER ALL STYLES,RL,4.156276496,Timber,8,5,3.255272505,3.255272505,WD,Normal,5.494850022
1-STORY 1946 & NEWER ALL STYLES,RL,3.982271233,NWAmes,7,5,3.06595298,3.06595298,COD,Normal,5.146128036
2-STORY 1946 & NEWER,RL,4.094750552,StoneBr,8,5,3.09131516,3.410945859,New,Partial,5.558611383
2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,3.882524538,OldTown,5,9,2.556302501,3.258158193,WD,Normal,5.146128036
1-STORY 1946 & NEWER ALL STYLES,RL,3.924279286,CollgCr,7,5,3.168202747,3.171433901,WD,Normal,5.328379603
2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,3.748188027,IDOTRR,4,5,#NUM!,3.038222638,WD,Normal,4.740362689
1-STORY 1946 & NEWER ALL STYLES,RL,5.061260171,ClearCr,7,5,3.215637563,3.261024834,WD,Normal,5.480006943
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.79518459,NridgHt,8,5,3.121887985,3.121887985,WD,Normal,5.404833717
2-STORY 1946 & NEWER,RL,3.955110231,Gilbert,7,5,2.862131379,3.163161375,New,Partial,5.254161221
1-STORY 1946 & NEWER ALL STYLES,RL,3.855034317,Sawyer,5,7,2.942504106,2.95616843,WD,Abnorml,5.040997692
1-STORY 1945 & OLDER,RL,3.615950052,BrkSide,3,6,2.431363764,2.862727528,WD,Normal,4.716003344
1-1/2 STORY FINISHED ALL AGES,C (all),3.940117867,IDOTRR,4,7,2.933993164,3.07114529,WD,Abnorml,5.011891711
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.669409867,StoneBr,8,5,3.089198367,3.089198367,WD,Normal,5.276461804
2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,3.994449137,BrkSide,4,5,2.982271233,2.982271233,WD,Normal,5.11058971
2-STORY 1946 & NEWER,RL,4.130880314,Sawyer,6,8,2.860338007,3.169968174,WD,Normal,5.115610512
1-STORY 1946 & NEWER ALL STYLES,RL,4.006037955,NWAmes,6,5,3.026941628,3.130333768,WD,Normal,5.217483944
2-STORY 1945 & OLDER,RM,4.033423755,OldTown,7,8,2.856124444,3.407220893,WD,Normal,5.202760687
1-STORY 1946 & NEWER ALL STYLES,RL,4,NWAmes,5,6,3.070407322,3.07114529,WD,Normal,5.195899652
2-STORY 1946 & NEWER,RL,4.022923012,NoRidge,7,5,3.117602692,3.383456297,WD,Normal,5.532754379
1-STORY 1946 & NEWER ALL STYLES,RL,3.996511672,CollgCr,5,6,2.98721923,2.98721923,WD,Normal,5.108903128
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.817102404,StoneBr,8,5,3.241048151,3.241048151,WD,Normal,5.439332694
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.64601141,CollgCr,6,5,2.928395852,2.928395852,WD,Normal,5.155336037
1-STORY 1946 & NEWER ALL STYLES,RL,3.909556029,NAmes,4,7,2.936513742,2.936513742,WD,Normal,5.095169351
1-1/2 STORY FINISHED ALL AGES,RL,3.912328358,Edwards,4,6,2.973589623,3.167317335,WD,Normal,5.130333768
1-STORY 1946 & NEWER ALL STYLES,RL,4.123394248,Edwards,9,5,3.229937686,3.229937686,WD,Normal,5.505149978
1-STORY 1946 & NEWER ALL STYLES,RL,3.84260924,NAmes,4,6,2.936513742,2.936513742,WD,Normal,5.080987047
1-STORY 1946 & NEWER ALL STYLES,RL,4.336359654,Crawfor,6,9,2.944482672,3.225309282,WD,Normal,5.346352974
1-STORY 1946 & NEWER ALL STYLES,RL,3.864154956,CollgCr,7,5,3.090610708,3.090610708,WD,Normal,5.288919606
DUPLEX - ALL STYLES AND AGES,RL,4.059752694,NAmes,5,5,3.199755177,3.249442961,COD,Abnorml,5.041392685
1-STORY 1945 & OLDER,RM,3.79518459,IDOTRR,4,5,2.892094603,3.082066934,WD,Normal,5.012837225
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.731508184,StoneBr,8,5,3.202760687,3.208441356,WD,Normal,5.373831145
SPLIT OR MULTI-LEVEL,RL,3.981818607,Timber,7,5,2.938519725,3.059184618,WD,Normal,5.273001272
2-STORY 1946 & NEWER,RL,4.057057209,CollgCr,7,5,3.061829307,3.307709923,WD,Normal,5.347330015
1-STORY 1946 & NEWER ALL STYLES,RL,4,Sawyer,5,6,2.936513742,3.058426024,WD,Normal,5.118595365
1-STORY 1946 & NEWER ALL STYLES,RL,3.953179601,Sawyer,5,5,2.976808337,2.976808337,WD,Family,5.033423755
2-1/2 STORY ALL AGES,RM,4.033423755,OldTown,7,7,2.944482672,3.247482261,WD,Normal,5.212187604
DUPLEX - ALL STYLES AND AGES,RL,3.93166124,NAmes,3,4,#NUM!,3.017033339,WD,Normal,4.970811611
2-STORY 1946 & NEWER,RL,4.019656225,Gilbert,8,5,2.950851459,3.255513713,WD,Normal,5.380030248
DUPLEX - ALL STYLES AND AGES,RL,4.033423755,Edwards,5,5,3.079181246,3.079181246,WD,Alloca,5.252853031
2-STORY 1946 & NEWER,RL,3.969089603,CollgCr,7,5,2.936513742,3.237543738,WD,Normal,5.278753601
2-STORY 1945 & OLDER,RM,3.982271233,OldTown,5,7,2.421603927,3.155943018,WD,Abnorml,5.120573931
1-STORY 1946 & NEWER ALL STYLES,RL,3.83046035,Sawyer,6,8,2.959994838,2.959994838,WD,Normal,5.152288344
1-STORY 1946 & NEWER ALL STYLES,RL,3.926856709,SawyerW,7,5,3.13001195,3.13001195,WD,Normal,5.252853031
SPLIT OR MULTI-LEVEL,RL,4.110118127,Sawyer,5,6,2.716003344,3.165541077,WD,Normal,5.243038049
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.731991449,StoneBr,8,5,3.126131407,3.126131407,WD,Normal,5.255272505
2-STORY 1946 & NEWER,RL,3.952453396,NWAmes,8,9,3.057666104,3.433769834,WD,Normal,5.476831629
2-STORY 1946 & NEWER,RL,3.944235844,Gilbert,7,5,2.978636948,3.353339095,WD,Normal,5.372912003
2-STORY 1945 & OLDER,RM,4.068185862,OldTown,7,7,3.093421685,3.421603927,WD,Normal,5.424847349
1-STORY 1946 & NEWER ALL STYLES,RL,4.025018972,NoRidge,7,5,3.235528447,3.235528447,WD,Normal,5.41564098
1-1/2 STORY FINISHED ALL AGES,RL,3.924537718,Edwards,4,3,#NUM!,3.184407485,WD,Normal,4.991226076
1-1/2 STORY FINISHED ALL AGES,RM,3.944482672,OldTown,4,7,2.760422483,3.056904851,WD,Normal,4.984527313
2-STORY 1946 & NEWER,RL,3.889301703,Gilbert,7,5,2.819543936,3.120573931,WD,Normal,5.209515015
1-STORY 1946 & NEWER ALL STYLES,RL,3.965483924,CollgCr,6,5,3.169968174,3.174350597,WD,Normal,5.336459734
2-STORY 1946 & NEWER,RL,4.010299957,NridgHt,8,5,3.012837225,3.321805484,WD,Normal,5.440121603
1-STORY 1946 & NEWER ALL STYLES,RL,3.899273187,NAmes,6,8,3.011147361,3.011147361,WD,Normal,5.193124598
2-STORY PUD - 1946 & NEWER,FV,3.509202522,Somerst,6,5,2.862727528,3.167612673,WD,Normal,5.236789099
2-STORY 1946 & NEWER,RL,4.032175377,CollgCr,8,5,2.937517892,3.247482261,WD,Normal,5.326335861
2-STORY 1946 & NEWER,RL,4.065056603,Sawyer,6,5,2.827369273,3.14176323,WD,Abnorml,5.201123897
2-STORY PUD - 1946 & NEWER,FV,3.357934847,Somerst,7,5,2.871572936,3.176380692,WD,Normal,5.253822439
2-STORY 1946 & NEWER,RL,4.088384186,NoRidge,8,5,3.11991541,3.403292145,WD,Normal,5.462397998
1-STORY 1946 & NEWER ALL STYLES,RL,3.959041392,NAmes,6,6,2.936513742,2.936513742,WD,Normal,5.105510185
1-STORY 1945 & OLDER,RM,3.839540893,BrkSide,5,5,3.058805487,3.114277297,WD,Normal,5
2-STORY 1946 & NEWER,FV,3.936513742,Somerst,7,5,2.878521796,3.189490314,Con,Normal,5.332842267
2-STORY 1946 & NEWER,RL,3.974511693,NoRidge,8,5,3.097604329,3.373831145,WD,Normal,5.527629901
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.979957893,Veenker,8,5,3.174350597,3.174350597,WD,Normal,5.431363764
1-STORY 1946 & NEWER ALL STYLES,RL,4.163965983,Somerst,9,5,3.175511813,3.177824972,New,Partial,5.42182102
2-STORY 1946 & NEWER,RL,4.017909396,NWAmes,7,5,2.991226076,3.234010818,WD,Normal,5.293362555
1-1/2 STORY FINISHED ALL AGES,RL,4.097187873,Mitchel,6,7,2.992553518,3.243038049,WD,Normal,5.204119983
1-STORY 1946 & NEWER ALL STYLES,RL,3.959041392,CollgCr,7,5,3.269512944,3.263872677,WD,Normal,5.33613339
2-STORY 1946 & NEWER,RL,4.728386251,StoneBr,8,5,3.217483944,3.515741417,WD,Normal,5.730782276
SPLIT FOYER,RL,3.860457795,Sawyer,5,5,2.933487288,2.933487288,WD,Normal,5.13001195
1-STORY 1946 & NEWER ALL STYLES,RL,3.94826622,Edwards,4,5,2.922206277,3.086359831,COD,Normal,5.008600172
SPLIT OR MULTI-LEVEL,RL,3.893151213,Edwards,6,5,3.012415375,3.048053173,WD,Abnorml,5.029383778
1-STORY 1946 & NEWER ALL STYLES,RL,4.006466042,NAmes,5,5,2.959994838,2.959994838,COD,Normal,5.058805487
1-STORY 1946 & NEWER ALL STYLES,RL,4.153082804,NridgHt,8,5,3.286680969,3.295127085,New,Partial,5.596597096
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.653212514,Mitchel,6,5,3.080626487,3.080626487,WD,Normal,5.209515015
1-STORY 1946 & NEWER ALL STYLES,RL,4.049605613,CollgCr,7,5,3.20790353,3.20790353,New,Partial,5.345373731
1-STORY 1946 & NEWER ALL STYLES,RL,4.125481266,Sawyer,5,5,2.936513742,2.951337519,WD,Normal,5.153814864
DUPLEX - ALL STYLES AND AGES,RH,3.924279286,SawyerW,5,5,#NUM!,3.305351369,WD,Normal,5.158362492
DUPLEX - ALL STYLES AND AGES,RL,4.022428371,Mitchel,6,5,2.989004616,3.001733713,WD,Normal,5.130333768
1-STORY 1946 & NEWER ALL STYLES,RL,3.896250562,Gilbert,7,5,3.0923697,3.097951071,WD,Normal,5.245512668
2-STORY 1946 & NEWER,RL,3.854488225,SawyerW,6,5,2.881384657,3.204933522,WD,Normal,5.245265839
1-STORY 1946 & NEWER ALL STYLES,RL,4.211787763,CollgCr,7,5,3.150142162,3.155336037,WD,Normal,5.272073788
SPLIT FOYER,RL,3.959089114,Mitchel,5,6,3.040206628,3.045322979,WD,Normal,5.218797998
2-1/2 STORY ALL AGES,RM,3.799340549,OldTown,6,6,2.870403905,3.171433901,WD,Normal,5.10720997
1-STORY 1946 & NEWER ALL STYLES,RL,3.990782692,NWAmes,6,5,3.137354111,3.127752516,WD,Normal,5.208172527
1-1/2 STORY FINISHED ALL AGES,RM,4.033423755,OldTown,5,6,2.836324116,3.218010043,WD,Normal,5.1430148
2-STORY 1946 & NEWER,RL,4.006123606,SawyerW,7,5,2.980457892,3.318897715,WD,Normal,5.367355921
1-STORY 1946 & NEWER ALL STYLES,RM,3.77815125,OldTown,4,7,2.954724791,2.954724791,WD,Normal,5.033021445
2-STORY 1946 & NEWER,RL,4.086537784,ClearCr,6,8,2.920123326,3.319522449,WD,Normal,5.273001272
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.502700175,Blmngtn,7,5,3.058805487,3.058805487,WD,Normal,5.204662512
SPLIT OR MULTI-LEVEL,RL,4.054344889,Mitchel,6,5,3.012415375,3.026124517,WD,Normal,5.166726056
2-STORY 1946 & NEWER,RL,3.996511672,NoRidge,7,5,3.048053173,3.303843775,WD,Normal,5.431025848
1-STORY 1946 & NEWER ALL STYLES,RL,3.961800639,Somerst,8,5,3.174931594,3.174931594,New,Partial,5.352182518
2-STORY 1946 & NEWER,RL,4.034708651,Gilbert,7,5,2.852479994,3.277609214,WD,Normal,5.288919606
2-STORY 1946 & NEWER,RL,3.924279286,SawyerW,6,6,2.812913357,3.194236749,WD,Normal,5.23299611
1-STORY 1946 & NEWER ALL STYLES,RL,3.913654935,Sawyer,6,5,2.819543936,3.108903128,WD,Normal,5.156851901
1-STORY 1946 & NEWER ALL STYLES,RL,3.885191541,NAmes,5,5,2.888179494,2.888179494,WD,Abnorml,5.041392685
2-STORY 1946 & NEWER,RL,4.130912442,NridgHt,9,5,3.284656283,3.496929648,New,Partial,5.685741739
1-1/2 STORY FINISHED ALL AGES,RL,3.857332496,SWISU,5,7,2.863917377,3.247482261,WD,Normal,5.243038049
2-STORY 1946 & NEWER,RL,4.107142106,ClearCr,6,5,2.789580712,3.227372442,WD,Normal,5.301029996
1-STORY 1945 & OLDER,RM,3.681241237,IDOTRR,4,7,3.07773118,3.07773118,WD,Normal,5.040997692
2-STORY 1946 & NEWER,RL,3.913760886,CollgCr,7,5,2.862131379,3.163161375,WD,Normal,5.276461804
2-STORY 1946 & NEWER,RL,4.142733511,NridgHt,9,5,3.239049093,3.450557009,New,Partial,5.765618642
1-STORY 1946 & NEWER ALL STYLES,RL,3.954242509,NAmes,5,5,2.971275849,3.0523091,WD,Family,5.071882007
1-STORY 1946 & NEWER ALL STYLES,RL,4.088986119,Somerst,7,5,3.15136985,3.154728207,New,Partial,5.357324883
SPLIT OR MULTI-LEVEL,RL,3.989004616,NAmes,5,5,2.991226076,2.991226076,WD,Normal,5.131939295
2-STORY 1945 & OLDER,RL,4.330088946,BrkSide,5,6,3.121887985,3.197556213,WD,Normal,5.349277527
SPLIT OR MULTI-LEVEL,RL,4.127104798,NAmes,5,5,3.010299957,3.035829825,WD,Normal,5.203984244
2-1/2 STORY ALL AGES,RM,3.908485019,OldTown,5,5,2.92890769,3.330007701,WD,Normal,5.025305865
1-STORY 1946 & NEWER ALL STYLES,RL,4.006037955,NWAmes,6,6,3.017033339,3.116939647,WD,Normal,5.257678575
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.647187298,CollgCr,6,5,2.928395852,2.928395852,ConLD,Normal,5.159867847
1-STORY 1946 & NEWER ALL STYLES,C (all),3.940117867,IDOTRR,5,5,2.73239376,3.018700499,WD,Alloca,4.748133737
1-STORY 1946 & NEWER ALL STYLES,RL,3.989004616,NAmes,6,6,3.15896526,3.15896526,COD,Normal,5.19838213
1-1/2 STORY FINISHED ALL AGES,RL,3.916348652,Edwards,5,7,2.836324116,3.096910013,WD,Normal,5.064457989
1-STORY 1946 & NEWER ALL STYLES,RL,4.084111352,CollgCr,7,5,3.217220656,3.220369632,WD,Normal,5.351989455
1-STORY 1946 & NEWER ALL STYLES,RL,4.057856209,NAmes,5,6,3.003460532,3.003460532,WD,Normal,5.136720567
1-STORY 1946 & NEWER ALL STYLES,RL,4.122707254,Mitchel,8,5,3.195346058,3.22762965,WD,Normal,5.432969291
SPLIT OR MULTI-LEVEL,RL,3.945271582,ClearCr,6,7,3.004321374,3.02201574,WD,Normal,5.190331698
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.804207605,NridgHt,7,5,3.13289977,3.13289977,New,Partial,5.350248018
2-STORY 1946 & NEWER,RL,3.858897957,CollgCr,7,5,2.902002891,3.214843848,WD,Normal,5.26245109
1-STORY 1946 & NEWER ALL STYLES,RM,3.77815125,OldTown,4,4,2.971275849,2.971275849,WD,Normal,4.968482949
2-STORY 1946 & NEWER,RL,4.093211492,Gilbert,7,5,2.92788341,3.238798563,WD,Family,5.352182518
1-1/2 STORY FINISHED ALL AGES,RL,3.995635195,SWISU,6,7,2.890979597,3.172894698,WD,Normal,5.144574208
1-STORY 1946 & NEWER ALL STYLES,FV,4.049838001,Somerst,8,5,3.172894698,3.172894698,New,Partial,5.36660971
1-STORY 1946 & NEWER ALL STYLES,RL,4.170349739,NridgHt,10,5,3.317645543,3.318897715,New,Partial,5.58546073
1-1/2 STORY - UNFINISHED ALL AGES,RM,3.787460475,BrkSide,5,6,2.894316063,2.894316063,WD,Normal,5.039414119
1-STORY 1946 & NEWER ALL STYLES,RL,3.930898114,SawyerW,7,5,3.162564407,3.156549151,WD,Normal,5.276461804
2-STORY 1946 & NEWER,RL,4.457851631,ClearCr,5,5,3.005609445,3.32756326,WD,Abnorml,5.267171728
2-STORY PUD - 1946 & NEWER,FV,3.405517107,Somerst,7,5,2.77815125,3.087426457,WD,Normal,5.168497484
1-STORY 1946 & NEWER ALL STYLES,RL,4.075546961,NAmes,6,5,3.143639235,3.143639235,WD,Normal,5.220108088
2-STORY PUD - 1946 & NEWER,FV,3.50242712,Somerst,7,5,2.77815125,3.079181246,WD,Normal,5.178976947
2-STORY 1946 & NEWER,RL,3.97991241,CollgCr,7,6,2.973589623,3.262213705,WD,Normal,5.374748346
1-STORY 1946 & NEWER ALL STYLES,RL,4.000173683,NAmes,6,6,3.180699201,3.180699201,WD,Normal,5.222716471
1-STORY 1946 & NEWER ALL STYLES,RL,3.896250562,NAmes,5,6,3.058426024,3.058426024,WD,Normal,5.145972903
1-STORY 1946 & NEWER ALL STYLES,RL,3.982271233,Sawyer,4,7,3.028164419,3.028164419,WD,Normal,5.10720997
1-STORY 1945 & OLDER,RM,3.908485019,OldTown,5,6,3.192846115,3.192846115,COD,Normal,5.18610838
2-STORY PUD - 1946 & NEWER,RM,3.225309282,BrDale,6,5,2.683947131,2.994317153,WD,Normal,5
1-STORY 1946 & NEWER ALL STYLES,RL,3.978864984,CollgCr,5,6,3.040997692,3.040997692,WD,Normal,5.158362492
1-1/2 STORY FINISHED ALL AGES,RL,4.070665753,Edwards,5,6,2.88536122,3.079181246,WD,Normal,5.115610512
2-STORY 1945 & OLDER,RH,4.084754963,SWISU,6,8,2.827369273,3.170848204,WD,Normal,5.146128036
2-STORY 1945 & OLDER,RM,4.018700499,OldTown,5,8,2.812913357,3.18723862,WD,Normal,5.197280558
SPLIT OR MULTI-LEVEL,RL,3.955206538,NAmes,6,7,3.051923916,3.066325925,WD,Normal,5.242789809
DUPLEX - ALL STYLES AND AGES,RL,3.903089987,NAmes,5,4,3.255272505,3.255272505,WD,Normal,5.149219113
1-1/2 STORY FINISHED ALL AGES,RM,4.102605194,OldTown,5,8,2.942504106,3.151063253,WD,Normal,5.18723862
SPLIT FOYER,RL,4.22133598,Sawyer,5,5,3.1430148,3.230704314,WD,Normal,5.23299611
2-STORY 1946 & NEWER,RL,3.969276095,SawyerW,7,5,2.86923172,3.249198357,WD,Normal,5.328379603
1-STORY 1946 & NEWER ALL STYLES,RL,4.190975657,CollgCr,5,6,2.936513742,2.936513742,WD,Normal,5.125481266
1-1/2 STORY FINISHED ALL AGES,RL,4.658964843,ClearCr,6,8,2.957607287,3.372543801,WD,Normal,5.380211242
SPLIT OR MULTI-LEVEL,RL,3.982271233,Veenker,6,7,2.722633923,3.268343914,WD,Normal,5.271841607
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.646893624,CollgCr,6,5,2.928395852,2.928395852,WD,Normal,5.118925753
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.504606771,Blmngtn,8,5,3.104828404,3.163161375,WD,Normal,5.33243846
2-1/2 STORY ALL AGES,RL,3.852967691,Crawfor,7,5,2.962842681,3.216429831,WD,Normal,5.214843848
SPLIT OR MULTI-LEVEL,RL,4.082605873,NAmes,6,6,3.051923916,3.159867847,WD,Normal,5.198657087
1-STORY 1946 & NEWER ALL STYLES,RL,4.253338005,Sawyer,5,4,3.246252312,3.250175948,WD,Abnorml,5.230448921
1-STORY 1946 & NEWER ALL STYLES,RL,3.838660226,Sawyer,5,8,3.017033339,3.017033339,WD,Normal,5.103803721
SPLIT OR MULTI-LEVEL,RL,4.040206628,CollgCr,6,6,2.973127854,3.011147361,WD,Normal,5.167317335
2-STORY 1946 & NEWER,RL,3.90982337,Gilbert,6,5,2.846337112,3.170555059,WD,Normal,5.240549248
1-STORY 1946 & NEWER ALL STYLES,RL,4.017033339,NWAmes,7,5,3.037426498,3.136720567,WD,Family,5.181843588
2-STORY 1946 & NEWER,RL,4.042536137,NWAmes,6,7,3.022840611,3.423900919,WD,Normal,5.397940009
1-1/2 STORY FINISHED ALL AGES,RL,3.883207033,Crawfor,7,8,2.959994838,3.154119526,WD,Normal,5.278639298
2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,4.065392962,Sawyer,5,4,3.016615548,3.016615548,WD,Normal,5.118925753
1-STORY 1946 & NEWER ALL STYLES,RL,3.985516288,SawyerW,6,5,3.017033339,3.040206628,WD,Normal,5.181843588
1-STORY 1946 & NEWER ALL STYLES,RL,3.89932795,NAmes,5,5,3.059941888,3.059941888,WD,Normal,5.122215878
1-STORY 1946 & NEWER ALL STYLES,FV,3.936513742,Somerst,7,5,3.137354111,3.137354111,New,Partial,5.398946405
1-STORY 1946 & NEWER ALL STYLES,RL,3.942008053,NAmes,5,6,3.000867722,3.000867722,WD,Normal,5.171726454
1-STORY 1946 & NEWER ALL STYLES,RL,4.027594212,Timber,8,5,3.214313897,3.216429831,New,Partial,5.396024897
1-STORY 1946 & NEWER ALL STYLES,RL,3.843232778,Sawyer,4,5,3.017033339,3.049218023,WD,Normal,5.11058971
2-STORY 1946 & NEWER,RL,4.169145201,Gilbert,5,6,#NUM!,3.365487985,WD,Normal,5.227886705
2-STORY 1946 & NEWER,RL,3.997298992,SawyerW,7,5,3.021189299,3.289811839,WD,Normal,5.372912003
1-STORY 1946 & NEWER ALL STYLES,RL,3.819543936,NAmes,5,5,2.951337519,2.951337519,WD,Normal,5.039414119
2-STORY 1946 & NEWER,RL,3.942008053,CollgCr,6,5,2.905256049,3.225825991,WD,Normal,5.302114377
1-STORY 1946 & NEWER ALL STYLES,RL,3.948999454,NAmes,5,7,2.021189299,2.959041392,WD,Normal,5.064457989
